customer_id,customer_name,email,phone,city,state,country,registration_date,customer_type
CUST-00036,Aayush Maharaj,bhavya72@example.org,7849054970,Panipat,Arunachal Pradesh,Libya,2019-12-30,REGULAR
CUST-00037,Chatresh Kohli,aashibadal@example.org,+911604844061,Purnia,Tamil Nadu,Nigeria,2019-09-10,VIP
CUST-00038,Oliver Agate,liam14@example.net,09436355025,Morbi,Nagaland,Liberia,2019-07-13,REGULAR
CUST-00039,Bhavna Ramaswamy,abdulviswanathan@example.com,03783103413,Pudukkottai,Telangana,Argentina,2025-12-09,REGULAR
CUST-00040,Zayyan Krishna,banjeet12@example.org,+914363397028,Udaipur,Haryana,Kiribati,2021-07-02,REGULAR
CUST-00041,Pallavi Dayal,zachariahbalvan@example.net,+911071224703,Agartala,Manipur,Madagascar,2022-12-05,REGULAR
CUST-00042,Gaurangi Bhasin,madhavirege@example.org,+916001585174,Sri Ganganagar,Haryana,Myanmar,2021-01-21,REGULAR
CUST-00043,Ishaan Ramachandran,rameshurmi@example.net,4992956635,Shimla,Gujarat,Spain,2021-12-21,REGULAR
CUST-00044,Yadavi Bahl,omkaaragate@example.net,04845079348,Thanjavur,Maharashtra,Peru,2021-02-11,VIP
CUST-00045,Abha Dhingra,vasudha46@example.net,04806348528,Bhavnagar,Tamil Nadu,Russia,2022-08-11,REGULAR
CUST-00046,Siya Desai,sekhonadya@example.org,01381115678,Bilaspur,West Bengal,Mozambique,2022-11-04,VIP
CUST-00047,Varsha Sastry,godamegha@example.org,2043196189,Agra,Meghalaya,Mozambique,2021-10-23,VIP
CUST-00048,Bhavna Srinivasan,devanhamsini@example.net,00445150106,Tenali,Madhya Pradesh,Portugal,2021-11-17,PREMIUM
CUST-00049,Vedhika Randhawa,vedikadave@example.com,+910578180280,Gopalpur,Telangana,Saint Vincent and the Grenadines,2022-07-11,PREMIUM
CUST-00050,Xalak Khosla,tbhatti@example.org,01472908735,Madhyamgram,Jharkhand,Oman,2022-03-02,REGULAR
CUST-00051,Sara Bose,invalid-email,+917256101260,Gurgaon,Arunachal Pradesh,Bahamas,2021-12-24,VIP
CUST-00052,Chakrika Gour,qchopra@example.net,+916378567709,Silchar,Karnataka,Sierra Leone,2025-06-26,VIP
CUST-00053,Teerth Narasimhan,amrita75@example.net,01158769852,Aizawl,Punjab,Saudi Arabia,2023-12-02,REGULAR
CUST-00054,Chandresh Kurian,ughose@example.com,+911042589162,Farrukhabad,West Bengal,Jamaica,2023-08-10,PREMIUM
CUST-00055,Vyanjana Oommen,bcheema@example.org,04571355176,Anand,Uttarakhand,Mauritania,2022-05-17,PREMIUM
CUST-00056,Fiyaz Nagarajan,ishetty@example.org,+916646758556,Panvel,Kerala,Peru,2021-09-08,REGULAR
CUST-00057,Yahvi Varkey,matthewtoor@example.org,09334525697,Bokaro,Arunachal Pradesh,Kiribati,2021-08-08,REGULAR
CUST-00058,Nicholas Brahmbhatt,deshpandemanan@example.net,05281593871,Bidar,Haryana,Zimbabwe,2023-08-03,PREMIUM
CUST-00059,Lipika Varty,wishi36@example.com,01574489325,Guna,Mizoram,Czech Republic,2022-12-22,VIP
CUST-00060,Tanvi Wason,behlati@example.org,+919240112306,Suryapet,Chhattisgarh,Uruguay,2018-01-03,PREMIUM
CUST-00061,Veda Padmanabhan,nirja82@example.net,2862634018,Ahmednagar,Uttarakhand,United Kingdom,2022-06-20,REGULAR
CUST-00062,Unnati Natt,bainsishwar@example.net,06868975984,Bhilwara,Arunachal Pradesh,Mauritius,2025-01-17,PREMIUM
CUST-00063,Yatin Bumb,boraekantika@example.net,+914507864086,Kolkata,Andhra Pradesh,Malaysia,2019-06-17,REGULAR
CUST-00064,Sai Lanka,jalsazacharia@example.com,+912156189408,Malegaon,Manipur,Maldives,2023-09-07,VIP
CUST-00065,Ishita Bail,yagnesh27@example.net,5985103236,Machilipatnam,Haryana,Haiti,2018-11-07,REGULAR
CUST-00066,Noah Dora,vdoctor@example.net,+912343494308,Sasaram,Assam,Fiji,2018-08-13,PREMIUM
CUST-00067,Abhiram Karpe,aachal93@example.com,+910611280581,Shimla,Kerala,Chile,2021-05-18,REGULAR
CUST-00068,Devansh Parsa,yoshita04@example.com,+914710836691,Dharmavaram,Goa,Barbados,2018-05-11,PREMIUM
CUST-00069,Mitali Reddy,eranganathan@example.net,0444386949,Indore,Haryana,Panama,2020-11-03,PREMIUM
CUST-00070,Ekaraj Sathe,cbassi@example.org,+912078356714,Katni,Uttarakhand,Cuba,2020-10-07,REGULAR
CUST-00071,Veer Sharaf,cswamy@example.org,3321139990,Bettiah,Maharashtra,Maldives,2020-07-23,REGULAR
CUST-00072,Bimala Bains,nigamtristan@example.org,+911154647346,Noida,Gujarat,Germany,2024-12-09,REGULAR
CUST-00073,Wriddhish Guha,luke99@example.org,+910955746889,Ghaziabad,Nagaland,Vanuatu,2025-02-12,VIP
CUST-00074,Tanvi Peri,ypall@example.org,02078465139,Saharsa,Andhra Pradesh,Thailand,2024-07-08,REGULAR
CUST-00075,Advik Konda,jdewan@example.org,3411849805,Amritsar,Maharashtra,Haiti,2025-08-20,REGULAR
CUST-00076,Libni Pingle,haritananda@example.net,+916618050839,Mira-Bhayandar,Tripura,Tajikistan,2024-11-20,REGULAR
CUST-00077,Jasmit Reddy,ekta60@example.net,03053066666,Dehradun,West Bengal,Tunisia,2025-06-17,REGULAR
CUST-00078,Hiral Contractor,idoctor@example.net,5781300713,Jalandhar,Rajasthan,Uzbekistan,2022-05-12,VIP
CUST-00079,Triya Salvi,anmoloak@example.org,01385152920,Rewa,Sikkim,Samoa,2020-04-29,PREMIUM
CUST-00080,Dominic Sankaran,osabharwal@example.org,05738301694,Bhilwara,Mizoram,Burkina Faso,2025-11-24,REGULAR
CUST-00081,BALVAN HEGDE,akala@example.org,+912824930036,Bhatpara,Meghalaya,Israel,2022-03-07,VIP
CUST-00082,Ubika Nagar,yadavjanuja@example.net,4948597899,Hapur,Jharkhand,Benin,2022-05-20,VIP
CUST-00083,Atharv Tailor,vbhandari@example.org,+915859138973,Bettiah,Nagaland,Mexico,2019-09-23,VIP
CUST-00084,Dominic Dutt,frandhawa@example.org,+911353324201,Solapur,Arunachal Pradesh,Philippines,2024-11-11,PREMIUM
CUST-00085,Divya Chhabra,chackoishita@example.net,03442731418,Aurangabad,Kerala,Italy,2022-09-15,VIP
CUST-00086,Hiral Divan,zansi96@example.net,08450585282,Tadepalligudem,Meghalaya,Seychelles,2024-12-07,PREMIUM
CUST-00087,Anusha Shukla,daksha63@example.com,+919745591292,Ahmednagar,Telangana,Dominica,2018-03-04,VIP
CUST-00088,Ekantika Chacko,kannanmitali@example.org,+916141376314,Dhule,Assam,Niger,2024-05-21,REGULAR
CUST-00089,Zarna Mitra,eta82@example.com,7543432317,Burhanpur,Uttar Pradesh,Palestine,2019-02-24,REGULAR
CUST-00090,Gaurang Sagar,kashishde@example.net,+910272806376,Chittoor,Chhattisgarh,Andorra,2019-07-28,REGULAR
CUST-00091,Niharika Bhardwaj,basuanthony@example.org,04644577740,Rourkela,Chhattisgarh,Lesotho,2019-10-09,VIP
CUST-00092,Falak Gopal,ishanidin@example.org,2204650981,Tezpur,Gujarat,Burkina Faso,2021-09-28,REGULAR
CUST-00093,Mason Sarraf,ktaneja@example.com,+917254329282,Patiala,Jharkhand,Equatorial Guinea,2021-08-30,REGULAR
CUST-00094,Saanvi Vig,upmakade@example.org,08877094867,Khammam,Assam,Sudan,2024-06-01,VIP
CUST-00095,Bhavini Kalla,asetty@example.org,05285121721,Bhagalpur,Goa,Uzbekistan,2023-08-16,PREMIUM
CUST-00096,Sneha Pingle,ekarajshanker@example.net,03656250479,Belgaum,West Bengal,Nepal,2022-02-26,REGULAR
CUST-00097,Ansh Parmer,palanfrado@example.net,+918573749895,Indore,Maharashtra,Kazakhstan,2020-05-11,REGULAR
CUST-00098,Wyatt Dubey,victor51@example.net,02140967331,Kalyan-Dombivli,Jharkhand,Myanmar,2024-01-20,VIP
CUST-00099,Liam Joshi,aggarwalzansi@example.net,06971942657,Gwalior,Himachal Pradesh,Jamaica,2019-02-08,PREMIUM
CUST-00100,Triveni Varma,raghavansuhani@example.net,7062285680,Asansol,West Bengal,Kingdom of the Netherlands,2020-02-07,VIP
CUST-00101,Triveni Varma,raghavansuhani@example.net,7062285680,Asansol,West Bengal,Paraguay,2018-02-19,VIP
CUST-00102,Vrishti Natarajan,sibalmichael@example.org,4189195709,Phusro,Himachal Pradesh,Slovakia,2022-11-06,REGULAR
CUST-00103,Nachiket Balan,oni02@example.com,8553786294,Nagercoil,Bihar,Moldova,2020-05-31,PREMIUM
CUST-00104,Jacob Sastry,rajandamyanti@example.net,4583648360,Agra,Chhattisgarh,Slovakia,2025-02-13,REGULAR
CUST-00105,Shravya Palan,nidrapau@example.net,+911273105836,Bongaigaon,Mizoram,San Marino,2020-07-05,PREMIUM
CUST-00106,Rajata Balakrishnan,bsahni@example.net,+918584831048,Khandwa,Andhra Pradesh,Vietnam,2018-06-19,REGULAR
CUST-00107,Ronith Nair,warinderjohal@example.org,02336622841,Danapur,Maharashtra,Bulgaria,2022-02-17,VIP
CUST-00108,Avni Nayak,menonlucky@example.net,5071789405,Mysore,Arunachal Pradesh,Mauritius,2023-08-14,PREMIUM
CUST-00109,Yagnesh Nigam,ychandra@example.net,03953203194,Gandhidham,Punjab,Uganda,2021-03-29,REGULAR
CUST-00110,Ronith Varma,faqidratta@example.com,4168860673,Khammam,Assam,Burundi,2025-01-25,PREMIUM
CUST-00111,Raagini Upadhyay,paibhavna@example.net,+911938472315,Gudivada,Uttarakhand,Taiwan,2018-05-17,VIP
CUST-00112,Logan Manne,geetika27@example.com,+918498640508,Guwahati,Goa,Kazakhstan,2022-04-17,PREMIUM
CUST-00113,Ati Sundaram,sachdevveda@example.org,+912820204902,Kavali,Haryana,Sudan,2023-04-29,REGULAR
CUST-00114,Matthew Bhakta,guptachaitanya@example.com,+912819452020,Etawah,Mizoram,Pakistan,2022-08-24,REGULAR
CUST-00115,Barkha Ahuja,chanamatthew@example.com,6241676183,Srikakulam,West Bengal,Sri Lanka,2024-10-23,PREMIUM
CUST-00116,Pavani Swaminathan,gauravbabu@example.org,2145638868,Vadodara,Telangana,Algeria,2020-08-04,PREMIUM
CUST-00117,Jack Chandran,wadhwameghana@example.net,03345752478,Sagar,Bihar,Algeria,2018-09-13,PREMIUM
CUST-00118,Lila Mishra,agastya67@example.com,+916004647742,Imphal,Uttarakhand,Azerbaijan,2025-08-16,VIP
CUST-00119,Ekaraj Contractor,aryabarkha@example.net,2009181225,Giridih,Punjab,Sierra Leone,2021-05-09,VIP
CUST-00120,Sara Brar,dhillonpushti@example.net,+915367836115,Tiruvottiyur,Uttar Pradesh,Jamaica,2021-03-18,PREMIUM
CUST-00121,Yash Dhaliwal,invalid-email-0@,9786343921,Mira-Bhayandar,Rajasthan,Republic of Ireland,2020-08-07,REGULAR
CUST-00122,Nathan Swamy,hemangini37@example.net,8103036024,Darbhanga,Jharkhand,Solomon Islands,2019-02-18,PREMIUM
CUST-00123,Panini Bath,qasim30@example.com,07243814979,Vasai-Virar,Bihar,Iraq,2025-08-06,REGULAR
CUST-00124,Reva Dugar,champaksrivastava@example.org,3841808329,Raiganj,Tripura,Nauru,2019-05-18,VIP
CUST-00125,Rachita Gola,kalitaoviya@example.com,+915750009031,Jabalpur,Kerala,Uruguay,2022-11-09,PREMIUM
CUST-00126,Isha Sastry,hsahota@example.net,9901946333,Singrauli,Jharkhand,Egypt,2019-08-29,REGULAR
CUST-00127,Aadhya Hora,acharyabaghyawati@example.org,3137455357,Shimla,West Bengal,Tuvalu,2021-07-11,VIP
CUST-00128,Jairaj Pandey,sudikshapant@example.org,7070158110,Sultan Pur Majra,Himachal Pradesh,Venezuela,2021-12-18,VIP
CUST-00129,Vanya Thaman,leenamandal@example.org,0827191995,Guna,Goa,Burundi,2018-10-25,REGULAR
CUST-00130,Hritik Dugar,abhiram20@example.net,+912100288790,Munger,Assam,East Timor,2019-02-19,PREMIUM
CUST-00131,Laban Wadhwa,chakradev60@example.com,+917822632524,Bhilai,Manipur,Marshall Islands,2024-02-03,REGULAR
CUST-00132,Leena Ratti,saranqasim@example.org,06077494677,Guntakal,Mizoram,Lebanon,2025-07-07,REGULAR
CUST-00133,Vanya Ramachandran,tejas34@example.com,4759684471,Bidar,Punjab,Tuvalu,2018-12-15,VIP
CUST-00134,Oscar Yogi,eshanarana@example.org,+914113500085,Orai,Manipur,Senegal,2020-04-22,PREMIUM
CUST-00135,Neelima Andra,chasmumedwin@example.com,+911220917410,Berhampur,Odisha,C̫te d'Ivoire,2021-03-26,VIP
CUST-00136,Omkaar More,nayarchatresh@example.org,5431431853,Rajpur Sonarpur,Jharkhand,Kiribati,2023-10-24,PREMIUM
CUST-00137,Chaitanya Narayan,btandon@example.com,8117899430,Tirupati,Tamil Nadu,Portugal,2022-03-06,VIP
CUST-00138,Sai Dugal,omajabadal@example.com,09899265655,Maheshtala,Mizoram,Kyrgyzstan,2024-02-03,VIP
CUST-00139,Maya Chauhan,ronith48@example.org,01192113882,Mau,Andhra Pradesh,Jamaica,2019-08-05,PREMIUM
CUST-00140,Aayush Sodhi,lkaran@example.org,03417681225,Machilipatnam,Jharkhand,Nepal,2018-10-28,VIP
CUST-00141,Warda Prakash,qarin38@example.org,+918263184557,Siwan,Gujarat,India,2018-01-16,PREMIUM
CUST-00142,Sai Vala,barkhamaster@example.com,05667395170,Bhusawal,Jharkhand,Tanzania,2023-01-31,VIP
CUST-00143,Dalbir Hegde,bgoyal@example.org,00688005369,Panvel,Uttarakhand,El Salvador,2022-06-04,PREMIUM
CUST-00144,Ekaja Venkatesh,rattavihaan@example.net,+911337470946,Malegaon,Tamil Nadu,Iran,2024-01-02,PREMIUM
CUST-00145,Kalpit Mitra,parth62@example.net,+919929023025,Miryalaguda,Uttarakhand,Madagascar,2022-02-18,VIP
CUST-00146,Reva Prabhu,morexiti@example.com,07994817411,Machilipatnam,Kerala,Antigua and Barbuda,2021-06-02,VIP
CUST-00147,Tripti Dayal,batraaarini@example.net,+917332139284,Anantapuram,Himachal Pradesh,Norway,2018-08-23,PREMIUM
CUST-00148,Vivaan Mital,pushti10@example.net,3481360711,Raipur,Himachal Pradesh,Australia,2023-06-21,VIP
CUST-00149,Yashawini Swaminathan,zahuja@example.com,3118433964,Bhavnagar,Meghalaya,Slovakia,2023-02-27,REGULAR
CUST-00150,Megha Chaudhary,vermanilima@example.org,08996870738,Shahjahanpur,Karnataka,Algeria,2021-04-25,REGULAR
CUST-00151,Saumya Sharma,invalid-email,,Tumkur,Andhra Pradesh,Germany,2021-02-27,VIP
CUST-00152,Abhimanyu Reddy,acharyaurvi@example.com,+910733914146,Chennai,Assam,Croatia,2022-08-08,PREMIUM
CUST-00153,Ekalinga Bala,bathojas@example.com,9201197203,Gandhidham,Andhra Pradesh,Togo,2024-04-07,PREMIUM
CUST-00154,Shaurya Raja,gaurika83@example.net,05954072278,Haridwar,Jharkhand,Liberia,2021-10-04,REGULAR
CUST-00155,Balendra Roy,ybir@example.net,+910112882375,Gopalpur,Telangana,France,2021-04-30,VIP
CUST-00156,Indira Ben,reddyriya@example.org,05637858235,Vasai-Virar,Rajasthan,Slovakia,2025-04-22,VIP
CUST-00157,Irya Narayan,hemade@example.com,05776126479,Rewa,Tamil Nadu,Fiji,2021-11-21,VIP
CUST-00158,Orinder Purohit,iganesan@example.com,3806012170,Raipur,Kerala,Andorra,2020-01-18,VIP
CUST-00159,Rishi Bains,krishna74@example.com,8499252212,Aurangabad,Haryana,Thailand,2024-07-03,PREMIUM
CUST-00160,Owen Upadhyay,chatura69@example.org,+918749259740,Hazaribagh,Uttarakhand,Kingdom of the Netherlands,2025-05-18,VIP
CUST-00161,VARSHA SETTY,yhans@example.org,0524799564,Gandhinagar,Manipur,Italy,2025-02-08,VIP
CUST-00162,Garima Bhagat,parmartripti@example.net,+913605471800,Eluru,Haryana,Tunisia,2021-08-23,VIP
CUST-00163,Oni Gola,suridalaja@example.org,07355969218,Pondicherry,Bihar,India,2025-07-05,VIP
CUST-00164,Ekansh Narayan,iryachowdhury@example.org,+911283342850,Tinsukia,Maharashtra,Central African Republic,2019-09-17,REGULAR
CUST-00165,Praneel Shroff,wridesh47@example.com,6480257503,Eluru,Sikkim,Mauritania,2022-11-09,REGULAR
CUST-00166,Anmol Sarkar,grewalindali@example.com,+918680393631,Miryalaguda,Mizoram,Panama,2020-06-06,REGULAR
CUST-00167,Yahvi Suri,tgoda@example.com,+916644422601,Udaipur,Uttarakhand,Malawi,2018-02-17,REGULAR
CUST-00168,Aarav Bose,omajavohra@example.org,8682215509,Jodhpur,Kerala,Tonga,2019-08-19,VIP
CUST-00169,Atharv Baria,lhayre@example.org,+917398185178,Bhiwandi,Karnataka,Romania,2023-03-20,REGULAR
CUST-00170,Tanay Tripathi,samramitesh@example.org,9551293889,Jaipur,Arunachal Pradesh,Malawi,2023-10-24,REGULAR
CUST-00171,Raagini Borah,zaid93@example.net,9796621589,Faridabad,Haryana,Mauritius,2020-05-08,PREMIUM
CUST-00172,Lakshmi Wason,mchandra@example.com,+910495462682,Dehradun,Manipur,Cape Verde,2018-11-14,VIP
CUST-00173,Kabir Krishna,bassiupasna@example.com,4015497209,Pali,Kerala,India,2019-05-16,REGULAR
CUST-00174,Harita Sandal,vcontractor@example.com,+912296766585,Delhi,Madhya Pradesh,Peru,2020-11-18,PREMIUM
CUST-00175,Ubika Badami,ebuch@example.org,00621474530,Shivpuri,Kerala,Saudi Arabia,2025-12-18,REGULAR
CUST-00176,Teerth Hari,harini05@example.com,+917274224306,Amaravati,Mizoram,Namibia,2024-11-01,VIP
CUST-00177,Aadi Nigam,amara49@example.org,06265887803,Mysore,Kerala,Mauritania,2023-09-15,VIP
CUST-00178,Aadi Bhat,sabharwalgautam@example.org,00184537792,Bikaner,Sikkim,Syria,2024-06-30,PREMIUM
CUST-00179,Shaurya Sur,jparikh@example.com,00082429333,Tiruppur,Kerala,Italy,2023-09-02,VIP
CUST-00180,Ekaraj Tripathi,chaudhurizinal@example.com,+918866706484,Serampore,Mizoram,Libya,2020-01-28,PREMIUM
CUST-00181,Aradhana Bala,bhatiaamaira@example.com,08275576719,Sonipat,Arunachal Pradesh,Qatar,2025-05-03,REGULAR
CUST-00182,Jeevika Mander,indrajit69@example.com,+918590187026,Giridih,Telangana,Liberia,2022-01-06,PREMIUM
CUST-00183,Timothy Nigam,esastry@example.org,05110567372,Nanded,Sikkim,Chad,2018-05-08,VIP
CUST-00184,Gaurangi Rau,praneelbuch@example.com,+916734690510,Orai,Arunachal Pradesh,Croatia,2020-10-07,PREMIUM
CUST-00185,Jeet Deo,manifarhan@example.net,+912803180840,Bhimavaram,Tamil Nadu,Fiji,2024-07-12,PREMIUM
CUST-00186,Ansh Deo,gaurikanatarajan@example.net,05208746533,Phusro,Madhya Pradesh,Russia,2022-09-17,PREMIUM
CUST-00187,Arunima Sagar,williamkrishnan@example.com,4800678723,Thiruvananthapuram,Karnataka,Niger,2018-04-01,VIP
CUST-00188,Kai Karan,sacharagastya@example.org,03787247044,Surendranagar Dudhrej,Andhra Pradesh,Uzbekistan,2018-08-01,PREMIUM
CUST-00189,Ishita Dhaliwal,pushti30@example.org,9194060559,Bijapur,Tamil Nadu,Thailand,2022-12-18,REGULAR
CUST-00190,Henry Lad,ghoseeesha@example.org,05043586823,Jaipur,Madhya Pradesh,Jamaica,2024-09-17,PREMIUM
CUST-00191,Falguni Lall,ukrish@example.com,+915102216726,Sambalpur,Uttarakhand,Vietnam,2020-07-15,REGULAR
CUST-00192,Zashil Patil,bariadayita@example.org,7558429674,Raichur,Andhra Pradesh,Palestine,2024-12-04,PREMIUM
CUST-00193,Anirudh Rege,urvashimittal@example.net,00763869798,Darbhanga,Maharashtra,Argentina,2023-08-09,PREMIUM
CUST-00194,Chakradev Samra,wahab29@example.com,+918855848163,Nagercoil,Kerala,Trinidad and Tobago,2025-04-02,VIP
CUST-00195,Gaurav Narasimhan,ubali@example.com,+918383641692,Sambhal,Tripura,Laos,2021-04-02,REGULAR
CUST-00196,Krishna Sibal,chakrabartiwarda@example.org,3453301451,Gorakhpur,West Bengal,North Macedonia,2023-10-11,PREMIUM
CUST-00197,Manthan Balan,ganga22@example.com,8680765295,Firozabad,Maharashtra,Nepal,2025-04-13,VIP
CUST-00198,Bahadurjit Pandya,bhargavajanya@example.org,0444519458,Katni,Andhra Pradesh,Argentina,2022-06-23,REGULAR
CUST-00199,Aarnav Sastry,goyalmanthan@example.org,00910948087,Gopalpur,Telangana,Iceland,2021-04-07,REGULAR
CUST-00200,Chaman De,advaithbutala@example.net,2345469001,Durg,Karnataka,Czech Republic,2024-07-18,PREMIUM
CUST-00201,Chaman De,advaithbutala@example.net,2345469001,Durg,Karnataka,Federated States of Micronesia,2019-04-24,REGULAR
CUST-00202,Abdul Murty,lipikaom@example.net,2918764880,Anantapuram,Nagaland,Slovakia,2020-01-09,PREMIUM
CUST-00203,Saanvi Bajwa,faras32@example.net,06541071664,Tinsukia,Meghalaya,Vatican City,2024-07-22,PREMIUM
CUST-00204,Zansi Gala,amarabhavsar@example.net,0217272132,Gudivada,Andhra Pradesh,Zambia,2018-06-04,VIP
CUST-00205,Siddharth Varkey,kalitadayamai@example.org,00757111751,Aizawl,Andhra Pradesh,Japan,2019-04-14,PREMIUM
CUST-00206,Gaurika Dhar,baljiwandalal@example.org,+911750373906,Sambalpur,Goa,Guinea,2020-04-05,REGULAR
CUST-00207,Suhani Chowdhury,jkrishnamurthy@example.org,+910501958690,Motihari,Manipur,Gabon,2019-09-21,VIP
CUST-00208,Hritik Dasgupta,rohanradhakrishnan@example.net,01479312436,Thane,Jharkhand,Georgia,2024-08-19,REGULAR
CUST-00209,Umang Shetty,aradhanatailor@example.net,+911167881176,Anantapuram,Uttar Pradesh,Cameroon,2024-06-13,VIP
CUST-00210,Warda Yadav,atrivedi@example.org,9329765784,Panihati,Meghalaya,Tanzania,2021-12-22,PREMIUM
CUST-00211,Devansh Das,jmangal@example.net,9914896730,Bidhannagar,West Bengal,Togo,2025-11-23,REGULAR
CUST-00212,Parth Sur,pranit91@example.net,09270125751,Aligarh,Sikkim,Russia,2023-10-18,PREMIUM
CUST-00213,Ikbal Bedi,barmanpahal@example.net,+919827068563,Kanpur,Arunachal Pradesh,Singapore,2023-05-08,VIP
CUST-00214,Yachana Aggarwal,rachana78@example.org,+910331232498,Amroha,Mizoram,Slovakia,2018-01-14,REGULAR
CUST-00215,Hemani Gokhale,iyengartheodore@example.org,+910184654853,North Dumdum,Uttarakhand,Iran,2018-11-07,REGULAR
CUST-00216,Logan Murty,koak@example.net,9419179469,Ozhukarai,West Bengal,Serbia,2019-08-21,VIP
CUST-00217,Manthan Shere,tara08@example.org,+913707770491,Pudukkottai,Uttarakhand,Haiti,2025-06-01,VIP
CUST-00218,Ekavir Mukherjee,yvarty@example.net,06339253310,Dewas,Tripura,Swaziland,2023-01-02,REGULAR
CUST-00219,Chasmum Khanna,yatan91@example.org,4757254061,Panchkula,Gujarat,India,2018-09-03,PREMIUM
CUST-00220,Falan Kadakia,mannfarhan@example.com,09125246091,Etawah,Manipur,C̫te d'Ivoire,2022-07-27,PREMIUM
