sales_month,customer_id,customer_name,revenue
2020-09,CUST-00296,Warinder Shroff,9501.08
2020-09,CUST-00322,Jhalak Pandey,4099.37
2020-09,CUST-00230,Tanvi Narayan,3697.41
2020-10,CUST-00390,Parth Pandit,39155.4
2020-10,CUST-00126,Isha Sastry,27072.48
2020-10,CUST-00452,Sara Vasa,16120.98
2020-10,CUST-00171,Raagini Borah,14208.72
2020-10,CUST-00416,Nicholas Chana,6481.71
2020-10,CUST-00093,Mason Sarraf,5835.74
2020-10,CUST-00034,Pratyush Sahota,4717.11
2020-10,CUST-00162,Garima Bhagat,4530.35
2020-10,CUST-00314,Kabir Bahri,4365.39
2020-10,CUST-00450,Advik Singhal,2798.0
2020-11,CUST-00413,Vasatika Gara,24499.41
2020-11,CUST-00370,Daniel Ravel,23055.3
2020-11,CUST-00136,Omkaar More,19417.11
2020-11,CUST-00163,Oni Gola,14870.31
2020-11,CUST-00258,Tanay Bansal,14596.45
2020-11,CUST-00382,Gavin Sanghvi,7423.93
2020-11,CUST-00020,Mitali Bhargava,7034.39
2020-11,CUST-00485,Caleb Trivedi,6178.83
2020-11,CUST-00477,Omaja Dugar,5003.83
2020-11,CUST-00072,Bimala Bains,1925.78
2020-12,CUST-00499,Reva Soman,32041.7
2020-12,CUST-00063,Yatin Bumb,14862.49
2020-12,CUST-00348,Waida Bahri,14191.34
2020-12,CUST-00473,Anita Solanki,13366.91
2020-12,CUST-00324,Upasna Ray,10926.74
2020-12,CUST-00118,Lila Mishra,10666.87
2020-12,CUST-00155,Balendra Roy,9073.7
2020-12,CUST-00192,Zashil Patil,8678.35
2020-12,CUST-00390,Parth Pandit,8066.49
2020-12,CUST-00458,Onveer Banerjee,7767.1
2021-01,CUST-00479,Ridhi Sibal,25784.28
2021-01,CUST-00284,Ekaraj Sibal,22861.53
2021-01,CUST-00244,Ridhi Mistry,16356.86
2021-01,CUST-00003,Caleb Loyal,12579.26
2021-01,CUST-00117,Jack Chandran,10659.06
2021-01,CUST-00464,Viraj Balakrishnan,8313.06
2021-01,CUST-00239,Mason Ramakrishnan,7839.32
2021-01,CUST-00453,Tara Manne,6119.78
2021-01,CUST-00007,Chameli Bath,5174.08
2021-01,CUST-00229,Fitan Sarkar,5090.47
2021-02,CUST-00409,Krishna Dara,21938.21
2021-02,CUST-00145,Kalpit Mitra,20618.78
2021-02,CUST-00436,Inaya Barad,19254.35
2021-02,CUST-00021,Avni Tiwari,17453.25
2021-02,CUST-00160,Owen Upadhyay,15864.59
2021-02,CUST-00084,Dominic Dutt,12146.06
2021-02,CUST-00344,Gaurika Bhatia,11985.69
2021-02,CUST-00459,Damyanti Som,8286.07
2021-02,CUST-00167,Yahvi Suri,7470.73
2021-02,CUST-00393,Vamakshi Gupta,6929.46
2021-03,CUST-00219,Chasmum Khanna,43575.47
2021-03,CUST-00260,Jhalak Hans,27393.99
2021-03,CUST-00186,Ansh Deo,21604.38
2021-03,CUST-00124,Reva Dugar,20917.54
2021-03,CUST-00055,Vyanjana Oommen,18981.59
2021-03,CUST-00195,Gaurav Narasimhan,17264.11
2021-03,CUST-00222,Utkarsh Bhasin,15593.71
2021-03,CUST-00081,Balvan Hegde,13794.28
2021-03,CUST-00454,Ria Shanker,12657.02
2021-03,CUST-00063,Yatin Bumb,9847.42
2021-04,CUST-00437,Girindra Rao,22337.54
2021-04,CUST-00428,Harrison Kashyap,17646.72
2021-04,CUST-00022,Raagini Bahri,12344.46
2021-04,CUST-00261,Yatin Dhaliwal,9389.55
2021-04,CUST-00343,Chanakya Chakraborty,6664.28
2021-04,CUST-00412,Vedika Malhotra,6368.8
2021-04,CUST-00205,Siddharth Varkey,6198.63
2021-04,CUST-00113,Ati Sundaram,4109.75
2021-04,CUST-00028,Tanvi Chander,2455.33
2021-04,CUST-00494,Shravya Patil,461.1
2021-05,CUST-00425,Anamika Uppal,23732.94
2021-05,CUST-00439,Pahal Trivedi,23605.18
2021-05,CUST-00309,Amol Om,19569.72
2021-05,CUST-00367,Barkha Bora,18902.09
2021-05,CUST-00038,Oliver Agate,15243.53
2021-05,CUST-00074,Tanvi Peri,14925.74
2021-05,CUST-00152,Abhimanyu Reddy,10627.21
2021-05,CUST-00256,Vinaya Sharma,8092.55
2021-05,CUST-00004,Om Samra,7586.85
2021-05,CUST-00216,Logan Murty,7431.07
2021-06,CUST-00289,Aadhya Sridhar,19279.66
2021-06,CUST-00005,Harrison Chada,18607.43
2021-06,CUST-00325,Ati Madan,17907.56
2021-06,CUST-00154,Shaurya Raja,17120.89
2021-06,CUST-00500,Tarak Pall,17049.83
2021-06,CUST-00114,Matthew Bhakta,13148.67
2021-06,CUST-00024,Harinakshi Khurana,12903.79
2021-06,CUST-00171,Raagini Borah,11959.55
2021-06,CUST-00264,Fiyaz Srivastava,11758.76
2021-06,CUST-00439,Pahal Trivedi,9670.6
2021-07,CUST-00073,Wriddhish Guha,21375.37
2021-07,CUST-00195,Gaurav Narasimhan,17507.54
2021-07,CUST-00368,Yochana Kari,14207.61
2021-07,CUST-00348,Waida Bahri,12283.97
2021-07,CUST-00359,Januja Samra,10948.6
2021-07,CUST-00040,Zayyan Krishna,10406.25
2021-07,CUST-00109,Yagnesh Nigam,10303.8
2021-07,CUST-00432,Nimrat Krishna,10275.62
2021-07,CUST-00217,Manthan Shere,9235.51
2021-07,CUST-00411,Faras Bhalla,8195.27
2021-08,CUST-00074,Tanvi Peri,20876.73
2021-08,CUST-00239,Mason Ramakrishnan,17963.0
2021-08,CUST-00415,Triya Krishna,16694.46
2021-08,CUST-00389,Qasim Sha,16616.17
2021-08,CUST-00269,Ikshita Sharma,16577.04
2021-08,CUST-00166,Anmol Sarkar,16355.7
2021-08,CUST-00135,Neelima Andra,15099.61
2021-08,CUST-00015,Unni Gill,12454.61
2021-08,CUST-00056,Fiyaz Nagarajan,11874.5
2021-08,CUST-00082,Ubika Nagar,8921.04
2021-09,CUST-00227,Yahvi Chatterjee,38370.0
2021-09,CUST-00126,Isha Sastry,25865.8
2021-09,CUST-00489,Wazir Saha,25843.39
2021-09,CUST-00152,Abhimanyu Reddy,20249.7
2021-09,CUST-00192,Zashil Patil,20238.12
2021-09,CUST-00498,Nachiket Johal,13340.15
2021-09,CUST-00415,Triya Krishna,13331.44
2021-09,CUST-00119,Ekaraj Contractor,13048.4
2021-09,CUST-00407,Kamya Loke,10999.33
2021-09,CUST-00234,Neha Purohit,10032.2
2021-10,CUST-00066,Noah Dora,24007.53
2021-10,CUST-00221,Chanchal Bhat,20512.27
2021-10,CUST-00231,Charles Soni,10691.3
2021-10,CUST-00404,Pushti Raghavan,10149.82
2021-10,CUST-00170,Tanay Tripathi,9414.61
2021-10,CUST-00018,Aarav Vyas,7801.37
2021-10,CUST-00398,Ucchal Kamdar,7343.6
2021-10,CUST-00413,Vasatika Gara,6760.0
2021-10,CUST-00441,Zinal Reddy,6319.27
2021-10,CUST-00117,Jack Chandran,5751.99
2021-11,CUST-00329,Jagat Srinivas,26690.39
2021-11,CUST-00208,Hritik Dasgupta,12770.91
2021-11,CUST-00410,Niharika Dutt,9985.6
2021-11,CUST-00267,Yochana Ahluwalia,8318.0
2021-11,CUST-00229,Fitan Sarkar,7125.72
2021-11,CUST-00385,Eesha Kibe,4554.9
2021-11,CUST-00176,Teerth Hari,4022.08
2021-11,CUST-00054,Chandresh Kurian,2644.73
2021-11,CUST-00073,Wriddhish Guha,1662.94
2021-12,CUST-00299,Warinder Suresh,42634.3
2021-12,CUST-00217,Manthan Shere,28122.78
2021-12,CUST-00347,Faras Sampath,22422.18
2021-12,CUST-00182,Jeevika Mander,18848.84
2021-12,CUST-00485,Caleb Trivedi,18576.7
2021-12,CUST-00350,Priya Modi,17698.94
2021-12,CUST-00004,Om Samra,14902.01
2021-12,CUST-00348,Waida Bahri,11423.79
2021-12,CUST-00116,Pavani Swaminathan,10608.87
2021-12,CUST-00036,Aayush Maharaj,8438.13
2022-01,CUST-00329,Jagat Srinivas,17336.57
2022-01,CUST-00026,Eiravati Vohra,13985.8
2022-01,CUST-00449,Bakhshi Khanna,11598.15
2022-01,CUST-00379,Urvi Kala,9118.67
2022-01,CUST-00131,Laban Wadhwa,6514.18
2022-01,CUST-00378,Fitan Khalsa,5337.64
2022-01,CUST-00289,Aadhya Sridhar,4653.12
2022-01,CUST-00039,Bhavna Ramaswamy,2493.81
2022-01,CUST-00499,Reva Soman,2415.99
2022-01,CUST-00317,Saksham Khosla,2148.13
2022-02,CUST-00107,Ronith Nair,20628.02
2022-02,CUST-00352,Chanakya Rastogi,17336.86
2022-02,CUST-00159,Rishi Bains,15286.01
2022-02,CUST-00278,Ekaja Chaudhary,11970.62
2022-02,CUST-00189,Ishita Dhaliwal,8041.7
2022-02,CUST-00173,Kabir Krishna,7361.7
2022-03,CUST-00104,Jacob Sastry,23484.05
2022-03,CUST-00372,Gautami Boase,15254.63
2022-03,CUST-00430,Faraj Saraf,15035.64
2022-03,CUST-00465,Henry Som,13813.96
2022-03,CUST-00148,Vivaan Mital,13628.45
2022-03,CUST-00245,Rohan Krishnamurthy,11667.64
2022-03,CUST-00167,Yahvi Suri,10582.88
2022-03,CUST-00010,Brinda Raman,10018.58
2022-03,CUST-00032,Ekanta Bhagat,7779.43
2022-03,CUST-00099,Liam Joshi,5879.51
2022-04,CUST-00408,Hamsini Joshi,26985.28
2022-04,CUST-00388,Balendra Sem,18153.61
2022-04,CUST-00374,Mugdha Gaba,16027.97
2022-04,CUST-00279,Om Handa,15687.4
2022-04,CUST-00178,Aadi Bhat,11720.11
2022-04,CUST-00181,Aradhana Bala,6853.62
2022-04,CUST-00132,Leena Ratti,4517.1
2022-04,CUST-00419,Abhiram Apte,4208.34
2022-04,CUST-00007,Chameli Bath,3346.15
2022-04,CUST-00148,Vivaan Mital,1807.57
2022-05,CUST-00079,Triya Salvi,40474.59
2022-05,CUST-00194,Chakradev Samra,26979.05
2022-05,CUST-00127,Aadhya Hora,16484.86
2022-05,CUST-00488,Kai Johal,15423.97
2022-05,CUST-00184,Gaurangi Rau,15322.74
2022-05,CUST-00226,Farhan Sami,14229.07
2022-05,CUST-00443,Champak Ganesan,14004.62
2022-05,CUST-00285,Bishakha Bal,12163.21
2022-05,CUST-00454,Ria Shanker,11489.52
2022-05,CUST-00447,Pavani Nagy,9975.11
2022-06,CUST-00499,Reva Soman,24958.75
2022-06,CUST-00174,Harita Sandal,24497.17
2022-06,CUST-00023,Devika Sarin,15971.03
2022-06,CUST-00387,Sai Dube,13852.2
2022-06,CUST-00045,Abha Dhingra,12358.46
2022-06,CUST-00360,Tanvi Bath,12192.49
2022-06,CUST-00316,Elijah Varghese,5584.79
2022-06,CUST-00392,Orinder Panchal,4403.51
2022-06,CUST-00041,Pallavi Dayal,3678.58
2022-06,CUST-00433,Balveer Chahal,1866.01
2022-07,CUST-00293,Liam Chander,38945.91
2022-07,CUST-00120,Sara Brar,18148.82
2022-07,CUST-00414,George Chaudhry,17682.88
2022-07,CUST-00041,Pallavi Dayal,16723.63
2022-07,CUST-00344,Gaurika Bhatia,16076.1
2022-07,CUST-00219,Chasmum Khanna,10907.37
2022-07,CUST-00149,Yashawini Swaminathan,10609.43
2022-07,CUST-00112,Logan Manne,9981.62
2022-07,CUST-00020,Mitali Bhargava,9827.32
2022-07,CUST-00267,Yochana Ahluwalia,8535.44
2022-08,CUST-00119,Ekaraj Contractor,17710.35
2022-08,CUST-00184,Gaurangi Rau,9745.5
2022-08,CUST-00391,Samarth Om,9356.44
2022-08,CUST-00463,Dominic Rajan,8760.54
2022-08,CUST-00291,Gautami Sodhi,8220.16
2022-08,CUST-00052,Chakrika Gour,8065.57
2022-08,CUST-00196,Krishna Sibal,6658.24
2022-08,CUST-00131,Laban Wadhwa,5434.5
2022-08,CUST-00432,Nimrat Krishna,4844.6
2022-08,CUST-00265,Om Amble,4583.44
2022-09,CUST-00124,Reva Dugar,43315.42
2022-09,CUST-00261,Yatin Dhaliwal,34884.27
2022-09,CUST-00139,Maya Chauhan,28777.59
2022-09,CUST-00353,Wishi Mangal,25769.19
2022-09,CUST-00442,Xavier Gulati,14707.87
2022-09,CUST-00417,Megha Barad,7131.57
2022-09,CUST-00182,Jeevika Mander,7032.04
2022-09,CUST-00073,Wriddhish Guha,315.17
2022-10,CUST-00030,Champak Memon,36475.41
2022-10,CUST-00022,Raagini Bahri,21751.26
2022-10,CUST-00071,Veer Sharaf,15141.66
2022-10,CUST-00182,Jeevika Mander,9861.0
2022-10,CUST-00458,Onveer Banerjee,8485.42
2022-10,CUST-00333,Lekha Aggarwal,7364.51
2022-10,CUST-00427,Lakshit Ramesh,6884.96
2022-10,CUST-00335,Gauri Deo,3902.18
2022-10,CUST-00226,Farhan Sami,3017.05
2022-10,CUST-00249,Zashil Desai,1204.31
2022-11,CUST-00136,Omkaar More,24385.8
2022-11,CUST-00085,Divya Chhabra,21939.51
2022-11,CUST-00017,Leena Sampath,17304.48
2022-11,CUST-00307,Megha Balan,16380.32
2022-11,CUST-00203,Saanvi Bajwa,8951.25
2022-11,CUST-00403,Leena Shetty,8362.52
2022-11,CUST-00078,Hiral Contractor,7883.04
2022-11,CUST-00266,Ekavir Bassi,6587.15
2022-11,CUST-00292,Gunbir Mukhopadhyay,6000.97
2022-11,CUST-00468,Zansi Brahmbhatt,5188.07
2022-12,CUST-00227,Yahvi Chatterjee,34570.95
2022-12,CUST-00172,Lakshmi Wason,25801.86
2022-12,CUST-00253,Harini Dhar,23775.65
2022-12,CUST-00443,Champak Ganesan,20097.78
2022-12,CUST-00158,Orinder Purohit,17248.84
2022-12,CUST-00333,Lekha Aggarwal,14769.26
2022-12,CUST-00387,Sai Dube,14043.97
2022-12,CUST-00160,Owen Upadhyay,12999.38
2022-12,CUST-00456,Yashica Ramakrishnan,12967.01
2022-12,CUST-00393,Vamakshi Gupta,12100.2
2023-01,CUST-00075,Advik Konda,34649.36
2023-01,CUST-00040,Zayyan Krishna,34605.71
2023-01,CUST-00163,Oni Gola,15641.87
2023-01,CUST-00072,Bimala Bains,14619.82
2023-01,CUST-00189,Ishita Dhaliwal,13814.72
2023-01,CUST-00465,Henry Som,12716.61
2023-01,CUST-00466,Omaja Shukla,12361.3
2023-01,CUST-00494,Shravya Patil,10154.54
2023-01,CUST-00367,Barkha Bora,8353.1
2023-01,CUST-00039,Bhavna Ramaswamy,7118.86
2023-02,CUST-00430,Faraj Saraf,27581.59
2023-02,CUST-00499,Reva Soman,20316.59
2023-02,CUST-00140,Aayush Sodhi,19056.11
2023-02,CUST-00282,Yatin Chandra,13956.45
2023-02,CUST-00434,Aditya Sheth,12802.27
2023-02,CUST-00174,Harita Sandal,10763.31
2023-02,CUST-00026,Eiravati Vohra,10738.27
2023-02,CUST-00397,Prisha Mitra,8597.17
2023-02,CUST-00180,Ekaraj Tripathi,7247.83
2023-02,CUST-00406,Gautami Dada,6983.6
2023-03,CUST-00272,Mitali Srinivasan,33956.69
2023-03,CUST-00095,Bhavini Kalla,28744.08
2023-03,CUST-00280,Varenya Sabharwal,25610.9
2023-03,CUST-00026,Eiravati Vohra,20818.11
2023-03,CUST-00295,Arin Varty,19324.39
2023-03,CUST-00205,Siddharth Varkey,14156.27
2023-03,CUST-00069,Mitali Reddy,13885.75
2023-03,CUST-00367,Barkha Bora,13787.29
2023-03,CUST-00019,Dakshesh Koshy,10692.28
2023-03,CUST-00472,Qasim Shanker,8455.54
2023-04,CUST-00261,Yatin Dhaliwal,37929.22
2023-04,CUST-00325,Ati Madan,28274.16
2023-04,CUST-00012,Mohammed Sankar,24379.47
2023-04,CUST-00183,Timothy Nigam,24119.81
2023-04,CUST-00432,Nimrat Krishna,18240.08
2023-04,CUST-00228,Harinakshi Tailor,16310.31
2023-04,CUST-00045,Abha Dhingra,14836.03
2023-04,CUST-00426,Chaitanya Singhal,14769.03
2023-04,CUST-00354,Reyansh Tripathi,14572.43
2023-04,CUST-00009,Zayan Khosla,14549.65
2023-05,CUST-00125,Rachita Gola,21212.46
2023-05,CUST-00302,Faqid Bassi,20493.81
2023-05,CUST-00079,Triya Salvi,19446.37
2023-05,CUST-00364,Urmi Wali,13283.47
2023-05,CUST-00376,Jairaj Goel,7696.16
2023-05,CUST-00271,Kashish Mittal,5956.92
2023-05,CUST-00119,Ekaraj Contractor,3405.2
2023-05,CUST-00021,Avni Tiwari,1287.65
2023-05,CUST-00247,Ayaan Dave,1254.45
2023-06,CUST-00363,Krisha Sridhar,32080.16
2023-06,CUST-00342,Lucky Menon,28974.5
2023-06,CUST-00353,Wishi Mangal,12877.68
2023-06,CUST-00394,Nachiket Sankaran,12800.0
2023-06,CUST-00182,Jeevika Mander,11601.82
2023-06,CUST-00326,Jagat Pandey,11226.06
2023-06,CUST-00497,Harish Nazareth,10775.36
2023-06,CUST-00219,Chasmum Khanna,7017.01
2023-06,CUST-00249,Zashil Desai,6498.57
2023-06,CUST-00500,Tarak Pall,4720.94
2023-07,CUST-00054,Chandresh Kurian,42393.82
2023-07,CUST-00412,Vedika Malhotra,35353.5
2023-07,CUST-00215,Hemani Gokhale,29789.54
2023-07,CUST-00064,Sai Lanka,29703.42
2023-07,CUST-00214,Yachana Aggarwal,23169.36
2023-07,CUST-00159,Rishi Bains,21863.7
2023-07,CUST-00194,Chakradev Samra,14920.48
2023-07,CUST-00492,Indrajit Setty,14002.32
2023-07,CUST-00369,Simon Yadav,12612.53
2023-07,CUST-00382,Gavin Sanghvi,12322.09
2023-08,CUST-00280,Varenya Sabharwal,29747.79
2023-08,CUST-00279,Om Handa,18715.93
2023-08,CUST-00359,Januja Samra,13590.06
2023-08,CUST-00181,Aradhana Bala,13116.16
2023-08,CUST-00348,Waida Bahri,12884.84
2023-08,CUST-00337,Aishani Gopal,10929.75
2023-08,CUST-00006,Victor Vora,9595.0
2023-08,CUST-00262,Chameli Chahal,9531.15
2023-08,CUST-00254,Fitan Khanna,9509.24
2023-08,CUST-00365,Ayush Zacharia,9387.43
2023-09,CUST-00409,Krishna Dara,22741.36
2023-09,CUST-00242,Geetika Keer,21127.96
2023-09,CUST-00162,Garima Bhagat,20571.77
2023-09,CUST-00239,Mason Ramakrishnan,13893.33
2023-09,CUST-00383,Lajita Pandey,11195.52
2023-09,CUST-00121,Yash Dhaliwal,8316.87
2023-09,CUST-00224,Urishilla Sibal,7235.6
2023-09,CUST-00296,Warinder Shroff,800.12
2023-09,CUST-00299,Warinder Suresh,585.21
2023-09,CUST-00467,Bimala Issac,160.21
2023-10,CUST-00264,Fiyaz Srivastava,33893.86
2023-10,CUST-00044,Yadavi Bahl,31636.18
2023-10,CUST-00059,Lipika Varty,31417.67
2023-10,CUST-00318,Anusha Kalla,25174.88
2023-10,CUST-00233,Karan Mandal,21036.17
2023-10,CUST-00149,Yashawini Swaminathan,15354.24
2023-10,CUST-00200,Chaman De,14739.04
2023-10,CUST-00471,Tristan Borde,13945.27
2023-10,CUST-00437,Girindra Rao,13652.12
2023-10,CUST-00397,Prisha Mitra,13397.19
2023-11,CUST-00449,Bakhshi Khanna,24165.65
2023-11,CUST-00293,Liam Chander,18393.84
2023-11,CUST-00257,Ayushman Nigam,11763.16
2023-11,CUST-00103,Nachiket Balan,10123.11
2023-11,CUST-00371,Rayaan Golla,6548.7
2023-11,CUST-00436,Inaya Barad,5737.65
2023-11,CUST-00344,Gaurika Bhatia,5149.59
2023-11,CUST-00342,Lucky Menon,5083.21
2023-11,CUST-00369,Simon Yadav,3979.08
2023-11,CUST-00267,Yochana Ahluwalia,3923.87
2023-12,CUST-00278,Ekaja Chaudhary,38244.54
2023-12,CUST-00293,Liam Chander,26894.43
2023-12,CUST-00234,Neha Purohit,18664.36
2023-12,CUST-00291,Gautami Sodhi,14008.05
2023-12,CUST-00423,Yagnesh Raghavan,13462.87
2023-12,CUST-00360,Tanvi Bath,11646.37
2023-12,CUST-00264,Fiyaz Srivastava,9983.73
2023-12,CUST-00489,Wazir Saha,9736.15
2023-12,CUST-00363,Krisha Sridhar,9401.78
2023-12,CUST-00184,Gaurangi Rau,8850.94
2024-01,CUST-00080,Dominic Sankaran,21313.89
2024-01,CUST-00050,Xalak Khosla,18982.91
2024-01,CUST-00396,Samarth Johal,16637.67
2024-01,CUST-00376,Jairaj Goel,16204.86
2024-01,CUST-00300,Aryan Vohra,13449.62
2024-01,CUST-00247,Ayaan Dave,8081.44
2024-01,CUST-00233,Karan Mandal,6470.63
2024-01,CUST-00496,Kai Suresh,5713.9
2024-01,CUST-00358,Raghav Kumar,4603.41
2024-01,CUST-00405,Gaurang D’Alia,4490.85
2024-02,CUST-00120,Sara Brar,35032.64
2024-02,CUST-00210,Warda Yadav,24776.32
2024-02,CUST-00046,Siya Desai,21941.06
2024-02,CUST-00177,Aadi Nigam,21436.85
2024-02,CUST-00300,Aryan Vohra,19814.32
2024-02,CUST-00194,Chakradev Samra,19290.91
2024-02,CUST-00380,Shravya Jaggi,16876.36
2024-02,CUST-00480,Radhika Hayre,15287.04
2024-02,CUST-00190,Henry Lad,14520.09
2024-02,CUST-00113,Ati Sundaram,14024.66
2024-03,CUST-00077,Jasmit Reddy,33090.75
2024-03,CUST-00105,Shravya Palan,29914.06
2024-03,CUST-00066,Noah Dora,28043.0
2024-03,CUST-00427,Lakshit Ramesh,23210.26
2024-03,CUST-00070,Ekaraj Sathe,18247.03
2024-03,CUST-00225,Mohini Apte,16923.92
2024-03,CUST-00164,Ekansh Narayan,14930.65
2024-03,CUST-00250,Upma Raj,13575.13
2024-03,CUST-00159,Rishi Bains,10728.43
2024-03,CUST-00362,Lucky Gokhale,9986.11
2024-04,CUST-00184,Gaurangi Rau,17461.08
2024-04,CUST-00369,Simon Yadav,16627.56
2024-04,CUST-00060,Tanvi Wason,13973.33
2024-04,CUST-00269,Ikshita Sharma,13768.8
2024-04,CUST-00360,Tanvi Bath,11782.36
2024-04,CUST-00422,Omkaar Bhatnagar,10713.98
2024-04,CUST-00146,Reva Prabhu,8926.63
2024-04,CUST-00254,Fitan Khanna,8081.16
2024-04,CUST-00079,Triya Salvi,8052.61
2024-04,CUST-00292,Gunbir Mukhopadhyay,6026.17
2024-05,CUST-00427,Lakshit Ramesh,23594.5
2024-05,CUST-00052,Chakrika Gour,19493.13
2024-05,CUST-00350,Priya Modi,18571.5
2024-05,CUST-00356,Anvi Ben,17100.39
2024-05,CUST-00334,Mahika Swaminathan,15456.61
2024-05,CUST-00061,Veda Padmanabhan,15151.18
2024-05,CUST-00464,Viraj Balakrishnan,12703.32
2024-05,CUST-00404,Pushti Raghavan,12281.31
2024-05,CUST-00454,Ria Shanker,12044.17
2024-05,CUST-00049,Vedhika Randhawa,11966.31
2024-06,CUST-00029,Bhavna Sidhu,28106.7
2024-06,CUST-00426,Chaitanya Singhal,22588.9
2024-06,CUST-00326,Jagat Pandey,21943.0
2024-06,CUST-00381,Azaan Sehgal,13696.92
2024-06,CUST-00243,Vasudha Rai,12296.49
2024-06,CUST-00014,Aarna Prashad,12232.35
2024-06,CUST-00275,Laksh Suresh,11215.97
2024-06,CUST-00019,Dakshesh Koshy,11034.21
2024-06,CUST-00236,Neelima Bhardwaj,10403.06
2024-06,CUST-00282,Yatin Chandra,8953.52
2024-07,CUST-00280,Varenya Sabharwal,26635.09
2024-07,CUST-00424,Pranav Pandya,17822.48
2024-07,CUST-00419,Abhiram Apte,15300.84
2024-07,CUST-00016,Lucky Deo,13638.35
2024-07,CUST-00386,Netra Hayre,13252.14
