customer_id,customer_name,lifetime_value,value_rank,dense_value_rank,row_number
CUST-00044,Yadavi Bahl,44012.65,105,105,105
CUST-00449,Bakhshi Khanna,43934.25,106,106,106
CUST-00017,Leena Sampath,43850.02,107,107,107
CUST-00136,Omkaar More,43802.91,108,108,108
CUST-00444,Jackson Batta,43516.79,109,109,109
CUST-00048,Bhavna Srinivasan,42994.1,110,110,110
CUST-00439,Pahal Trivedi,42723.88,111,111,111
CUST-00430,Faraj Saraf,42617.22,112,112,112
CUST-00129,Vanya Thaman,42263.44,113,113,113
CUST-00209,Umang Shetty,41902.69,114,114,114
CUST-00046,Siya Desai,41783.0,115,115,115
CUST-00412,Vedika Malhotra,41722.31,116,116,116
CUST-00063,Yatin Bumb,41531.31,117,117,117
CUST-00217,Manthan Shere,41326.91,118,118,118
CUST-00395,Darika Zacharia,41288.68,119,119,119
CUST-00312,Vedhika Som,41206.05,120,120,120
CUST-00298,Baljiwan Chaudhuri,41063.35,121,121,121
CUST-00030,Champak Memon,41019.61,122,122,122
CUST-00426,Chaitanya Singhal,40962.75,123,123,123
CUST-00174,Harita Sandal,40940.91,124,124,124
CUST-00069,Mitali Reddy,40896.55,125,125,125
CUST-00452,Sara Vasa,40883.56,126,126,126
CUST-00111,Raagini Upadhyay,40829.59,127,127,127
CUST-00077,Jasmit Reddy,40552.42,128,128,128
CUST-00244,Ridhi Mistry,40450.41,129,129,129
CUST-00465,Henry Som,40397.88,130,130,130
CUST-00277,Dhruv Bose,40285.79,131,131,131
CUST-00347,Faras Sampath,40247.99,132,132,132
CUST-00005,Harrison Chada,40197.61,133,133,133
CUST-00344,Gaurika Bhatia,40146.11,134,134,134
CUST-00494,Shravya Patil,40007.11,135,135,135
CUST-00242,Geetika Keer,39988.52,136,136,136
CUST-00352,Chanakya Rastogi,39968.92,137,137,137
CUST-00206,Gaurika Dhar,39671.69,138,138,138
CUST-00145,Kalpit Mitra,39648.56,139,139,139
CUST-00084,Dominic Dutt,39595.89,140,140,140
CUST-00370,Daniel Ravel,38825.99,141,141,141
CUST-00221,Chanchal Bhat,38814.49,142,142,142
CUST-00500,Tarak Pall,38777.29,143,143,143
CUST-00025,Bachittar Ben,38530.87,144,144,144
CUST-00033,Chatura Balay,38154.6,145,145,145
CUST-00398,Ucchal Kamdar,38148.51,146,146,146
CUST-00225,Mohini Apte,37414.32,147,147,147
CUST-00215,Hemani Gokhale,37099.32,148,148,148
CUST-00381,Azaan Sehgal,36848.27,149,149,149
CUST-00247,Ayaan Dave,36799.88,150,150,150
CUST-00415,Triya Krishna,36625.23,151,151,151
CUST-00385,Eesha Kibe,36583.34,152,152,152
CUST-00358,Raghav Kumar,36544.41,153,153,153
CUST-00432,Nimrat Krishna,36174.31,154,154,154
CUST-00038,Oliver Agate,35948.89,155,155,155
CUST-00074,Tanvi Peri,35802.47,156,156,156
CUST-00360,Tanvi Bath,35621.21,157,157,157
CUST-00313,Ojas Seth,35429.15,158,158,158
CUST-00195,Gaurav Narasimhan,34771.65,159,159,159
CUST-00282,Yatin Chandra,34739.92,160,160,160
CUST-00075,Advik Konda,34649.36,161,161,161
CUST-00428,Harrison Kashyap,34629.91,162,162,162
CUST-00306,Watika Sodhi,34610.32,163,163,163
CUST-00307,Megha Balan,34592.59,164,164,164
CUST-00153,Ekalinga Bala,34303.56,165,165,165
CUST-00411,Faras Bhalla,34290.63,166,166,166
CUST-00270,Brinda Lad,34242.71,167,167,167
CUST-00186,Ansh Deo,34229.5,168,168,168
CUST-00022,Raagini Bahri,34095.72,169,169,169
CUST-00155,Balendra Roy,33998.92,170,170,170
CUST-00052,Chakrika Gour,33988.02,171,171,171
CUST-00163,Oni Gola,33959.42,172,172,172
CUST-00258,Tanay Bansal,33869.09,173,173,173
CUST-00214,Yachana Aggarwal,33655.32,174,174,174
CUST-00067,Abhiram Karpe,33613.22,175,175,175
CUST-00374,Mugdha Gaba,33547.6,176,176,176
CUST-00171,Raagini Borah,33366.08,177,177,177
CUST-00004,Om Samra,33312.14,178,178,178
CUST-00485,Caleb Trivedi,33249.75,179,179,179
CUST-00373,Christopher Chad,32052.47,180,180,180
CUST-00228,Harinakshi Tailor,31824.08,181,181,181
CUST-00213,Ikbal Bedi,31666.38,182,182,182
CUST-00091,Niharika Bhardwaj,31617.2,183,183,183
CUST-00138,Sai Dugal,31559.47,184,184,184
CUST-00059,Lipika Varty,31417.67,185,185,185
CUST-00234,Neha Purohit,31366.25,186,186,186
CUST-00169,Atharv Baria,31316.77,187,187,187
CUST-00036,Aayush Maharaj,31078.11,188,188,188
CUST-00365,Ayush Zacharia,30905.22,189,189,189
CUST-00165,Praneel Shroff,30777.12,190,190,190
CUST-00113,Ati Sundaram,30724.11,191,191,191
CUST-00190,Henry Lad,30612.8,192,192,192
CUST-00482,Gauri Parmer,30524.62,193,193,193
CUST-00459,Damyanti Som,30404.43,194,194,194
CUST-00269,Ikshita Sharma,30345.85,195,195,195
CUST-00218,Ekavir Mukherjee,30096.34,196,196,196
CUST-00116,Pavani Swaminathan,30056.39,197,197,197
CUST-00112,Logan Manne,29940.85,198,198,198
CUST-00050,Xalak Khosla,29680.02,199,199,199
CUST-00396,Samarth Johal,29469.69,200,200,200
CUST-00425,Anamika Uppal,29250.73,201,201,201
CUST-00284,Ekaraj Sibal,29129.35,202,202,202
CUST-00457,Watika Kota,28874.87,203,203,203
CUST-00160,Owen Upadhyay,28863.97,204,204,204
CUST-00488,Kai Johal,28850.91,205,205,205
CUST-00180,Ekaraj Tripathi,28707.0,206,206,206
CUST-00340,Charvi Srinivasan,28648.78,207,207,207
CUST-00020,Mitali Bhargava,28521.35,208,208,208
CUST-00376,Jairaj Goel,28519.23,209,209,209
CUST-00296,Warinder Shroff,28356.91,210,210,210
CUST-00362,Lucky Gokhale,28293.26,211,211,211
CUST-00092,Falak Gopal,28287.19,212,212,212
CUST-00393,Vamakshi Gupta,28263.57,213,213,213
CUST-00014,Aarna Prashad,28244.67,214,214,214
CUST-00303,Dev Ganguly,28081.49,215,215,215
CUST-00259,Oeshi Wali,28042.94,216,216,216
CUST-00387,Sai Dube,27896.16,217,217,217
CUST-00012,Mohammed Sankar,27864.72,218,218,218
CUST-00328,Chakradev Madan,27850.28,219,219,219
CUST-00364,Urmi Wali,27848.22,220,220,220
CUST-00078,Hiral Contractor,27818.14,221,221,221
CUST-00404,Pushti Raghavan,27775.71,222,222,222
CUST-00254,Fitan Khanna,27739.83,223,223,223
CUST-00368,Yochana Kari,27721.04,224,224,224
CUST-00458,Onveer Banerjee,27697.22,225,225,225
CUST-00276,Vasana Nayak,27584.28,226,226,226
CUST-00080,Dominic Sankaran,27578.93,227,227,227
CUST-00237,Dalaja Parsa,27571.57,228,228,228
CUST-00125,Rachita Gola,27551.27,229,229,229
CUST-00245,Rohan Krishnamurthy,27495.09,230,230,230
CUST-00338,Charan Sidhu,27475.57,231,231,231
CUST-00260,Jhalak Hans,27393.99,232,232,232
CUST-00497,Harish Nazareth,26911.3,233,233,233
CUST-00150,Megha Chaudhary,26807.51,234,234,234
CUST-00041,Pallavi Dayal,26682.24,235,235,235
CUST-00372,Gautami Boase,26612.64,236,236,236
CUST-00467,Bimala Issac,26443.91,237,237,237
CUST-00291,Gautami Sodhi,26386.14,238,238,238
CUST-00473,Anita Solanki,26310.07,239,239,239
CUST-00375,Sarthak Ravi,26273.38,240,240,240
CUST-00380,Shravya Jaggi,26152.95,241,241,241
CUST-00236,Neelima Bhardwaj,26016.34,242,242,242
CUST-00229,Fitan Sarkar,25791.46,243,243,243
CUST-00249,Zashil Desai,25735.42,244,244,244
CUST-00336,Ishani Deshmukh,25595.54,245,245,245
CUST-00158,Orinder Purohit,25487.03,246,246,246
CUST-00222,Utkarsh Bhasin,25175.91,247,247,247
CUST-00318,Anusha Kalla,25174.88,248,248,248
CUST-00071,Veer Sharaf,25114.67,249,249,249
CUST-00157,Irya Narayan,25112.93,250,250,250
CUST-00399,Rachana Pal,25027.87,251,251,251
CUST-00386,Netra Hayre,24925.54,252,252,252
CUST-00477,Omaja Dugar,24873.15,253,253,253
CUST-00154,Shaurya Raja,24816.67,254,254,254
CUST-00210,Warda Yadav,24776.32,255,255,255
CUST-00349,Upma Amble,24744.89,256,256,256
CUST-00107,Ronith Nair,24494.59,257,257,257
CUST-00320,Umang Bhardwaj,24431.77,258,258,258
CUST-00480,Radhika Hayre,24344.67,259,259,259
CUST-00490,Oliver Chad,24298.48,260,260,260
CUST-00024,Harinakshi Khurana,24226.45,261,261,261
CUST-00382,Gavin Sanghvi,24150.48,262,262,262
CUST-00392,Orinder Panchal,24134.0,263,263,263
CUST-00183,Timothy Nigam,24119.81,264,264,264
CUST-00170,Tanay Tripathi,24101.96,265,265,265
CUST-00216,Logan Murty,23948.15,266,266,266
CUST-00466,Omaja Shukla,23919.99,267,267,267
CUST-00185,Jeet Deo,23901.7,268,268,268
CUST-00253,Harini Dhar,23775.65,269,269,269
CUST-00224,Urishilla Sibal,23752.35,270,270,270
CUST-00389,Qasim Sha,23689.01,271,271,271
CUST-00104,Jacob Sastry,23484.05,272,272,272
CUST-00445,Oeshi Nori,23465.06,273,273,273
CUST-00085,Divya Chhabra,23426.75,274,274,274
CUST-00423,Yagnesh Raghavan,23378.8,275,275,275
CUST-00073,Wriddhish Guha,23353.48,276,276,276
CUST-00061,Veda Padmanabhan,23192.81,277,277,277
CUST-00203,Saanvi Bajwa,23171.91,278,278,278
CUST-00053,Teerth Narasimhan,22621.79,279,279,279
CUST-00019,Dakshesh Koshy,22595.61,280,280,280
CUST-00472,Qasim Shanker,22587.32,281,281,281
CUST-00179,Shaurya Sur,22436.65,282,282,282
CUST-00006,Victor Vora,22431.9,283,283,283
CUST-00257,Ayushman Nigam,22239.45,284,284,284
CUST-00164,Ekansh Narayan,22202.46,285,285,285
CUST-00403,Leena Shetty,22117.1,286,286,286
CUST-00391,Samarth Om,22099.1,287,287,287
CUST-00252,Pratyush Sandhu,22073.38,288,288,288
CUST-00397,Prisha Mitra,21994.35,289,289,289
CUST-00388,Balendra Sem,21971.91,290,290,290
CUST-00231,Charles Soni,21956.88,291,291,291
CUST-00339,Luke Raj,21952.74,292,292,292
CUST-00099,Liam Joshi,21901.25,293,293,293
CUST-00275,Laksh Suresh,21599.64,294,294,294
CUST-00435,Finn Dar,21541.71,295,295,295
CUST-00464,Viraj Balakrishnan,21016.38,296,296,296
CUST-00121,Yash Dhaliwal,20902.39,297,297,297
CUST-00463,Dominic Rajan,20869.13,298,298,298
CUST-00223,Chakradev Karnik,20607.23,299,299,299
CUST-00140,Aayush Sodhi,20539.42,300,300,300
CUST-00302,Faqid Bassi,20493.81,301,301,301
CUST-00421,Omkaar Khare,20435.02,302,302,302
CUST-00440,Bahadurjit Salvi,20373.18,303,303,303
CUST-00205,Siddharth Varkey,20354.9,304,304,304
CUST-00173,Kabir Krishna,20289.01,305,305,305
CUST-00021,Avni Tiwari,19906.24,306,306,306
CUST-00478,Alka Manne,19846.83,307,307,307
CUST-00297,Guneet Som,19568.23,308,308,308
CUST-00402,Lila Basu,19538.98,309,309,309
CUST-00292,Gunbir Mukhopadhyay,19464.88,310,310,310
CUST-00295,Arin Varty,19324.39,311,311,311
CUST-00196,Krishna Sibal,19130.92,312,312,312
CUST-00498,Nachiket Johal,19043.68,313,313,313
CUST-00055,Vyanjana Oommen,18981.59,314,314,314
CUST-00108,Avni Nayak,18901.26,315,315,315
CUST-00049,Vedhika Randhawa,18688.22,316,316,316
CUST-00039,Bhavna Ramaswamy,18320.27,317,317,317
CUST-00086,Hiral Divan,18308.96,318,318,318
CUST-00167,Yahvi Suri,18053.6,319,319,319
CUST-00424,Pranav Pandya,17822.48,320,320,320
CUST-00248,Sai Dube,17452.59,321,321,321
CUST-00147,Tripti Dayal,17196.53,322,322,322
CUST-00377,David Dugal,17189.16,323,323,323
CUST-00356,Anvi Ben,17100.39,324,324,324
CUST-00110,Ronith Varma,17023.77,325,325,325
CUST-00243,Vasudha Rai,16802.43,326,326,326
CUST-00442,Xavier Gulati,16695.6,327,327,327
CUST-00220,Falan Kadakia,16610.54,328,328,328
CUST-00072,Bimala Bains,16545.6,329,329,329
CUST-00256,Vinaya Sharma,16469.28,330,330,330
CUST-00117,Jack Chandran,16411.05,331,331,331
CUST-00109,Yagnesh Nigam,16385.84,332,332,332
CUST-00394,Nachiket Sankaran,16028.06,333,333,333
CUST-00197,Manthan Balan,15973.78,334,334,334
CUST-00023,Devika Sarin,15971.03,335,335,335
CUST-00471,Tristan Borde,15889.88,336,336,336
CUST-00235,Amruta Viswanathan,15884.8,337,337,337
CUST-00379,Urvi Kala,15845.12,338,338,338
CUST-00062,Unnati Natt,15672.06,339,339,339
CUST-00103,Nachiket Balan,15508.34,340,340,340
CUST-00496,Kai Suresh,15441.53,341,341,341
CUST-00148,Vivaan Mital,15436.02,342,342,342
CUST-00317,Saksham Khosla,15418.64,343,343,343
CUST-00271,Kashish Mittal,15177.78,344,344,344
CUST-00018,Aarav Vyas,15108.65,345,345,345
CUST-00474,Nilima Lanka,14940.71,346,346,346
CUST-00322,Jhalak Pandey,14867.33,347,347,347
CUST-00087,Anusha Shukla,14790.61,348,348,348
CUST-00429,Janya Doctor,14779.92,349,349,349
CUST-00200,Chaman De,14739.04,350,350,350
CUST-00002,Pallavi Som,14546.14,351,351,351
CUST-00448,Yuvraj Sethi,14367.86,352,352,352
CUST-00043,Ishaan Ramachandran,14349.25,353,353,353
CUST-00240,Urvashi Anand,14331.86,354,354,354
CUST-00083,Atharv Tailor,14227.12,355,355,355
CUST-00178,Aadi Bhat,14070.08,356,356,356
CUST-00321,Avi Dewan,13660.01,357,357,357
CUST-00250,Upma Raj,13575.13,358,358,358
CUST-00082,Ubika Nagar,13173.95,359,359,359
CUST-00114,Matthew Bhakta,13148.67,360,360,360
CUST-00456,Yashica Ramakrishnan,12967.01,361,361,361
CUST-00096,Sneha Pingle,12789.7,362,362,362
CUST-00168,Aarav Bose,12787.52,363,363,363
CUST-00208,Hritik Dasgupta,12770.91,364,364,364
CUST-00286,Waida Apte,12721.18,365,365,365
CUST-00176,Teerth Hari,12718.04,366,366,366
CUST-00098,Wyatt Dubey,12579.91,367,367,367
CUST-00003,Caleb Loyal,12579.26,368,368,368
CUST-00285,Bishakha Bal,12163.21,369,369,369
CUST-00410,Niharika Dutt,12113.17,370,370,370
CUST-00290,Hardik Suresh,12032.66,371,371,371
CUST-00131,Laban Wadhwa,11948.68,372,372,372
CUST-00332,Chanakya Kanda,11888.3,373,373,373
CUST-00056,Fiyaz Nagarajan,11874.5,374,374,374
CUST-00461,Tanvi Pathak,11724.97,375,375,375
CUST-00491,Maya Wali,11582.66,376,376,376
CUST-00345,Ria Natt,11552.05,377,377,377
CUST-00383,Lajita Pandey,11195.52,378,378,378
CUST-00202,Abdul Murty,11149.48,379,379,379
CUST-00310,Varsha Devan,11128.25,380,380,380
CUST-00407,Kamya Loke,10999.33,381,381,381
CUST-00337,Aishani Gopal,10929.75,382,382,382
CUST-00324,Upasna Ray,10926.74,383,383,383
CUST-00422,Omkaar Bhatnagar,10713.98,384,384,384
CUST-00076,Libni Pingle,10621.71,385,385,385
CUST-00161,Varsha Setty,10614.03,386,386,386
CUST-00115,Barkha Ahuja,10589.38,387,387,387
CUST-00146,Reva Prabhu,10519.27,388,388,388
CUST-00487,Nitara Gandhi,10426.98,389,389,389
CUST-00483,Victor Sheth,10383.7,390,390,390
CUST-00047,Varsha Sastry,10273.82,391,391,391
CUST-00007,Chameli Bath,10229.93,392,392,392
CUST-00010,Brinda Raman,10018.58,393,393,393
CUST-00262,Chameli Chahal,9531.15,394,394,394
CUST-00462,Bishakha Gara,9350.2,395,395,395
CUST-00314,Kabir Bahri,9332.7,396,396,396
CUST-00132,Leena Ratti,9225.06,397,397,397
CUST-00204,Zansi Gala,9194.23,398,398,398
CUST-00031,Bhavya Oommen,8426.37,399,399,399
CUST-00175,Ubika Badami,8362.93,400,400,400
CUST-00469,Balendra Rajagopal,8119.7,401,401,401
CUST-00032,Ekanta Bhagat,7779.43,402,402,402
CUST-00207,Suhani Chowdhury,7715.67,403,403,403
CUST-00134,Oscar Yogi,7699.65,404,404,404
CUST-00238,Avni Suresh,7491.55,405,405,405
CUST-00274,Anirudh Warrior,7408.41,406,406,406
CUST-00433,Balveer Chahal,7366.79,407,407,407
CUST-00123,Panini Bath,7346.92,408,408,408
CUST-00455,Tanay Lata,7302.65,409,409,409
CUST-00268,Krishna Patla,7295.29,410,410,410
CUST-00265,Om Amble,7017.88,411,411,411
CUST-00288,Kevin Ratti,6991.68,412,412,412
CUST-00406,Gautami Dada,6983.6,413,413,413
CUST-00193,Anirudh Rege,6976.85,414,414,414
CUST-00034,Pratyush Sahota,6787.27,415,415,415
CUST-00446,Theodore Dara,6760.44,416,416,416
CUST-00343,Chanakya Chakraborty,6664.28,417,417,417
CUST-00266,Ekavir Bassi,6587.15,418,418,418
CUST-00371,Rayaan Golla,6548.7,419,419,419
CUST-00187,Arunima Sagar,6482.28,420,420,420
CUST-00416,Nicholas Chana,6481.71,421,421,421
CUST-00102,Vrishti Natarajan,6129.16,422,422,422
CUST-00453,Tara Manne,6119.78,423,423,423
CUST-00283,Vedant Bahri,6056.44,424,424,424
CUST-00331,Gaurang Pal,5968.05,425,425,425
CUST-00335,Gauri Deo,5722.67,426,426,426
CUST-00246,Kiaan Sharaf,5621.18,427,427,427
CUST-00316,Elijah Varghese,5584.79,428,428,428
CUST-00287,Henry Ramaswamy,5532.32,429,429,429
CUST-00001,Theodore Arya,5469.67,430,430,430
CUST-00330,Indrajit Bhatnagar,5448.46,431,431,431
CUST-00400,Faras Parmar,5446.92,432,432,432
CUST-00476,Aayush Borra,5411.44,433,433,433
CUST-00378,Fitan Khalsa,5337.64,434,434,434
CUST-00468,Zansi Brahmbhatt,5188.07,435,435,435
CUST-00035,Tamanna Sethi,4957.74,436,436,436
CUST-00068,Devansh Parsa,4564.56,437,437,437
CUST-00294,Madhavi Narayanan,4294.26,438,438,438
CUST-00355,Zayan Chaudry,4198.08,439,439,439
CUST-00144,Ekaja Venkatesh,4089.27,440,440,440
CUST-00094,Saanvi Vig,3879.7,441,441,441
CUST-00230,Tanvi Narayan,3697.41,442,442,442
CUST-00199,Aarnav Sastry,3683.3,443,443,443
CUST-00089,Zarna Mitra,3676.0,444,444,444
CUST-00008,Warhi Bhatnagar,3645.01,445,445,445
CUST-00470,Jagrati Raghavan,3578.3,446,446,446
CUST-00305,Netra Karan,3289.31,447,447,447
CUST-00142,Sai Vala,2291.64,448,448,448
CUST-00042,Gaurangi Bhasin,2060.17,449,449,449
CUST-00106,Rajata Balakrishnan,99.93,450,450,450
CUST-00273,Yamini Handa,85.83,451,451,451
CUST-00011,Wakeeta Choudhary,0.0,452,452,452
CUST-00013,Ekani Bose,0.0,452,452,453
CUST-00027,Ekta Arora,0.0,452,452,454
CUST-00037,Chatresh Kohli,0.0,452,452,455
CUST-00057,Yahvi Varkey,0.0,452,452,456
CUST-00065,Ishita Bail,0.0,452,452,457
CUST-00088,Ekantika Chacko,0.0,452,452,458
CUST-00090,Gaurang Sagar,0.0,452,452,459
CUST-00122,Nathan Swamy,0.0,452,452,460
CUST-00130,Hritik Dugar,0.0,452,452,461
CUST-00133,Vanya Ramachandran,0.0,452,452,462
CUST-00137,Chaitanya Narayan,0.0,452,452,463
CUST-00141,Warda Prakash,0.0,452,452,464
CUST-00191,Falguni Lall,0.0,452,452,465
CUST-00198,Bahadurjit Pandya,0.0,452,452,466
CUST-00212,Parth Sur,0.0,452,452,467
CUST-00232,Deepa Bajwa,0.0,452,452,468
CUST-00263,Harish Seshadri,0.0,452,452,469
CUST-00281,Manthan Rama,0.0,452,452,470
CUST-00304,Tripti Kaur,0.0,452,452,471
CUST-00308,Anvi Oza,0.0,452,452,472
CUST-00311,Tanmayi Sathe,0.0,452,452,473
CUST-00315,Nathan Bhatnagar,0.0,452,452,474
CUST-00319,Krish Thakur,0.0,452,452,475
CUST-00327,Aarini Goda,0.0,452,452,476
CUST-00341,Aashi Gade,0.0,452,452,477
CUST-00346,Mohammed Mander,0.0,452,452,478
CUST-00357,Advaith Sen,0.0,452,452,479
CUST-00366,Girik Srivastava,0.0,452,452,480
CUST-00418,Anay Swamy,0.0,452,452,481
CUST-00420,Vasana Dora,0.0,452,452,482
CUST-00438,Isha Tak,0.0,452,452,483
CUST-00460,Dayita Suri,0.0,452,452,484
CUST-00475,Indira Morar,0.0,452,452,485
CUST-00484,Mitali Seth,0.0,452,452,486
CUST-00486,Faraj Nayak,0.0,452,452,487
CUST-00495,Atharv Dar,0.0,452,452,488
