customer_id,customer_name,order_count
CUST-00170,Tanay Tripathi,3
CUST-00171,Raagini Borah,3
CUST-00174,Harita Sandal,3
CUST-00175,Ubika Badami,3
CUST-00190,Henry Lad,3
CUST-00194,Chakradev Samra,3
CUST-00195,Gaurav Narasimhan,3
CUST-00196,Krishna Sibal,3
CUST-00209,Umang Shetty,3
CUST-00218,Ekavir Mukherjee,3
CUST-00220,Falan Kadakia,3
CUST-00221,Chanchal Bhat,3
CUST-00223,Chakradev Karnik,3
CUST-00255,Rushil Nagi,3
CUST-00256,Vinaya Sharma,3
CUST-00257,Ayushman Nigam,3
CUST-00258,Tanay Bansal,3
CUST-00270,Brinda Lad,3
CUST-00272,Mitali Srinivasan,3
CUST-00274,Anirudh Warrior,3
CUST-00275,Laksh Suresh,3
CUST-00278,Ekaja Chaudhary,3
CUST-00279,Om Handa,3
CUST-00290,Hardik Suresh,3
CUST-00291,Gautami Sodhi,3
CUST-00298,Baljiwan Chaudhuri,3
CUST-00300,Aryan Vohra,3
CUST-00302,Faqid Bassi,3
CUST-00303,Dev Ganguly,3
CUST-00306,Watika Sodhi,3
CUST-00307,Megha Balan,3
CUST-00310,Varsha Devan,3
CUST-00312,Vedhika Som,3
CUST-00313,Ojas Seth,3
CUST-00317,Saksham Khosla,3
CUST-00322,Jhalak Pandey,3
CUST-00323,Wazir Lal,3
CUST-00325,Ati Madan,3
CUST-00326,Jagat Pandey,3
CUST-00332,Chanakya Kanda,3
CUST-00338,Charan Sidhu,3
CUST-00349,Upma Amble,3
CUST-00353,Wishi Mangal,3
CUST-00360,Tanvi Bath,3
CUST-00365,Ayush Zacharia,3
CUST-00374,Mugdha Gaba,3
CUST-00382,Gavin Sanghvi,3
CUST-00385,Eesha Kibe,3
CUST-00386,Netra Hayre,3
CUST-00388,Balendra Sem,3
CUST-00389,Qasim Sha,3
CUST-00390,Parth Pandit,3
CUST-00391,Samarth Om,3
CUST-00393,Vamakshi Gupta,3
CUST-00395,Darika Zacharia,3
CUST-00396,Samarth Johal,3
CUST-00400,Faras Parmar,3
CUST-00404,Pushti Raghavan,3
CUST-00407,Kamya Loke,3
CUST-00410,Niharika Dutt,3
CUST-00413,Vasatika Gara,3
CUST-00415,Triya Krishna,3
CUST-00425,Anamika Uppal,3
CUST-00426,Chaitanya Singhal,3
CUST-00428,Harrison Kashyap,3
CUST-00435,Finn Dar,3
CUST-00440,Bahadurjit Salvi,3
CUST-00444,Jackson Batta,3
CUST-00446,Theodore Dara,3
CUST-00449,Bakhshi Khanna,3
CUST-00452,Sara Vasa,3
CUST-00457,Watika Kota,3
CUST-00465,Henry Som,3
CUST-00466,Omaja Shukla,3
CUST-00471,Tristan Borde,3
CUST-00473,Anita Solanki,3
CUST-00474,Nilima Lanka,3
CUST-00478,Alka Manne,3
CUST-00485,Caleb Trivedi,3
CUST-00489,Wazir Saha,3
CUST-00006,Victor Vora,2
CUST-00014,Aarna Prashad,2
CUST-00018,Aarav Vyas,2
CUST-00022,Raagini Bahri,2
CUST-00030,Champak Memon,2
CUST-00034,Pratyush Sahota,2
CUST-00042,Gaurangi Bhasin,2
CUST-00043,Ishaan Ramachandran,2
CUST-00044,Yadavi Bahl,2
CUST-00047,Varsha Sastry,2
CUST-00050,Xalak Khosla,2
CUST-00055,Vyanjana Oommen,2
CUST-00072,Bimala Bains,2
CUST-00074,Tanvi Peri,2
CUST-00076,Libni Pingle,2
CUST-00077,Jasmit Reddy,2
CUST-00080,Dominic Sankaran,2
CUST-00083,Atharv Tailor,2
CUST-00085,Divya Chhabra,2
CUST-00086,Hiral Divan,2
CUST-00087,Anusha Shukla,2
CUST-00094,Saanvi Vig,2
CUST-00095,Bhavini Kalla,2
CUST-00102,Vrishti Natarajan,2
CUST-00103,Nachiket Balan,2
CUST-00107,Ronith Nair,2
CUST-00115,Barkha Ahuja,2
CUST-00121,Yash Dhaliwal,2
CUST-00123,Panini Bath,2
CUST-00126,Isha Sastry,2
CUST-00131,Laban Wadhwa,2
CUST-00136,Omkaar More,2
CUST-00140,Aayush Sodhi,2
CUST-00144,Ekaja Venkatesh,2
CUST-00145,Kalpit Mitra,2
CUST-00146,Reva Prabhu,2
CUST-00147,Tripti Dayal,2
CUST-00148,Vivaan Mital,2
CUST-00155,Balendra Roy,2
CUST-00160,Owen Upadhyay,2
CUST-00168,Aarav Bose,2
CUST-00176,Teerth Hari,2
CUST-00180,Ekaraj Tripathi,2
CUST-00183,Timothy Nigam,2
CUST-00185,Jeet Deo,2
CUST-00186,Ansh Deo,2
CUST-00202,Abdul Murty,2
CUST-00205,Siddharth Varkey,2
CUST-00207,Suhani Chowdhury,2
CUST-00215,Hemani Gokhale,2
CUST-00222,Utkarsh Bhasin,2
CUST-00224,Urishilla Sibal,2
CUST-00225,Mohini Apte,2
CUST-00228,Harinakshi Tailor,2
CUST-00230,Tanvi Narayan,2
CUST-00231,Charles Soni,2
CUST-00236,Neelima Bhardwaj,2
CUST-00237,Dalaja Parsa,2
CUST-00238,Avni Suresh,2
CUST-00248,Sai Dube,2
CUST-00262,Chameli Chahal,2
CUST-00265,Om Amble,2
CUST-00269,Ikshita Sharma,2
CUST-00277,Dhruv Bose,2
CUST-00283,Vedant Bahri,2
CUST-00284,Ekaraj Sibal,2
CUST-00286,Waida Apte,2
CUST-00305,Netra Karan,2
CUST-00318,Anusha Kalla,2
CUST-00320,Umang Bhardwaj,2
CUST-00321,Avi Dewan,2
CUST-00328,Chakradev Madan,2
CUST-00330,Indrajit Bhatnagar,2
CUST-00335,Gauri Deo,2
CUST-00339,Luke Raj,2
CUST-00343,Chanakya Chakraborty,2
CUST-00345,Ria Natt,2
CUST-00347,Faras Sampath,2
CUST-00355,Zayan Chaudry,2
CUST-00364,Urmi Wali,2
CUST-00368,Yochana Kari,2
CUST-00370,Daniel Ravel,2
CUST-00377,David Dugal,2
CUST-00380,Shravya Jaggi,2
CUST-00387,Sai Dube,2
CUST-00394,Nachiket Sankaran,2
CUST-00397,Prisha Mitra,2
CUST-00402,Lila Basu,2
CUST-00412,Vedika Malhotra,2
CUST-00423,Yagnesh Raghavan,2
CUST-00424,Pranav Pandya,2
CUST-00429,Janya Doctor,2
CUST-00430,Faraj Saraf,2
CUST-00433,Balveer Chahal,2
CUST-00442,Xavier Gulati,2
CUST-00448,Yuvraj Sethi,2
CUST-00455,Tanay Lata,2
CUST-00461,Tanvi Pathak,2
CUST-00462,Bishakha Gara,2
CUST-00463,Dominic Rajan,2
CUST-00464,Viraj Balakrishnan,2
CUST-00470,Jagrati Raghavan,2
CUST-00472,Qasim Shanker,2
CUST-00483,Victor Sheth,2
CUST-00488,Kai Johal,2
CUST-00490,Oliver Chad,2
CUST-00496,Kai Suresh,2
CUST-00498,Nachiket Johal,2
