customer_id,customer_name,region_code,revenue
CUST-00182,Jeevika Mander,NORTH,7032.04
CUST-00182,Jeevika Mander,SOUTH,11601.82
CUST-00182,Jeevika Mander,WEST,9861.0
CUST-00183,Timothy Nigam,CENTRAL,24119.81
CUST-00183,Timothy Nigam,NCR,0.0
CUST-00184,Gaurangi Rau,EAST,8850.94
CUST-00184,Gaurangi Rau,NCR,17461.08
CUST-00184,Gaurangi Rau,NORTH,15322.74
CUST-00184,Gaurangi Rau,WEST,9745.5
CUST-00185,Jeet Deo,EAST,14167.63
CUST-00185,Jeet Deo,NCR,9734.07
CUST-00186,Ansh Deo,CENTRAL,21604.38
CUST-00186,Ansh Deo,WEST,12625.12
CUST-00187,Arunima Sagar,EAST,6482.28
CUST-00188,Kai Karan,NCR,33063.04
CUST-00188,Kai Karan,NORTH,4812.93
CUST-00188,Kai Karan,SOUTH,4435.62
CUST-00188,Kai Karan,WEST,8469.33
CUST-00189,Ishita Dhaliwal,CENTRAL,21856.43
CUST-00189,Ishita Dhaliwal,NCR,13198.61
CUST-00189,Ishita Dhaliwal,NORTH,540.32
CUST-00189,Ishita Dhaliwal,WEST,15450.92
CUST-00190,Henry Lad,CENTRAL,3476.5
CUST-00190,Henry Lad,EAST,14520.09
CUST-00190,Henry Lad,WEST,12616.2
CUST-00191,Falguni Lall,NO_ORDERS,0.0
CUST-00192,Zashil Patil,EAST,9689.5
CUST-00192,Zashil Patil,NORTH,21129.98
CUST-00192,Zashil Patil,SOUTH,22888.58
CUST-00192,Zashil Patil,WEST,8678.35
CUST-00193,Anirudh Rege,CENTRAL,6976.85
CUST-00194,Chakradev Samra,SOUTH,14920.48
CUST-00194,Chakradev Samra,WEST,46269.96
CUST-00195,Gaurav Narasimhan,NCR,0.0
CUST-00195,Gaurav Narasimhan,SOUTH,17264.11
CUST-00195,Gaurav Narasimhan,WEST,17507.54
CUST-00196,Krishna Sibal,EAST,6658.24
CUST-00196,Krishna Sibal,NORTH,0.0
CUST-00196,Krishna Sibal,SOUTH,12472.68
CUST-00197,Manthan Balan,CENTRAL,15973.78
CUST-00198,Bahadurjit Pandya,NO_ORDERS,0.0
CUST-00199,Aarnav Sastry,SOUTH,3683.3
CUST-00200,Chaman De,NORTH,14739.04
CUST-00202,Abdul Murty,NCR,9631.53
CUST-00202,Abdul Murty,WEST,1517.95
CUST-00203,Saanvi Bajwa,CENTRAL,13867.55
CUST-00203,Saanvi Bajwa,NCR,8951.25
CUST-00203,Saanvi Bajwa,NORTH,353.11
CUST-00204,Zansi Gala,CENTRAL,9194.23
CUST-00205,Siddharth Varkey,CENTRAL,14156.27
CUST-00205,Siddharth Varkey,EAST,6198.63
CUST-00206,Gaurika Dhar,CENTRAL,11559.64
CUST-00206,Gaurika Dhar,NORTH,751.38
CUST-00206,Gaurika Dhar,SOUTH,27360.66
CUST-00207,Suhani Chowdhury,NCR,5750.95
CUST-00207,Suhani Chowdhury,WEST,1964.72
CUST-00208,Hritik Dasgupta,WEST,12770.91
CUST-00209,Umang Shetty,NCR,20318.11
CUST-00209,Umang Shetty,NORTH,21584.59
CUST-00210,Warda Yadav,EAST,24776.32
CUST-00211,Devansh Das,EAST,273.93
CUST-00211,Devansh Das,NORTH,16135.03
CUST-00211,Devansh Das,SOUTH,33692.13
CUST-00211,Devansh Das,WEST,16834.02
CUST-00212,Parth Sur,NO_ORDERS,0.0
CUST-00213,Ikbal Bedi,CENTRAL,11723.21
CUST-00213,Ikbal Bedi,EAST,11012.71
CUST-00213,Ikbal Bedi,NORTH,833.38
CUST-00213,Ikbal Bedi,SOUTH,4288.29
CUST-00213,Ikbal Bedi,WEST,3808.78
CUST-00214,Yachana Aggarwal,CENTRAL,4214.16
CUST-00214,Yachana Aggarwal,NORTH,1893.05
CUST-00214,Yachana Aggarwal,SOUTH,27548.12
CUST-00215,Hemani Gokhale,CENTRAL,7309.78
CUST-00215,Hemani Gokhale,NCR,29789.54
CUST-00216,Logan Murty,NCR,7431.07
CUST-00216,Logan Murty,NORTH,2095.92
CUST-00216,Logan Murty,SOUTH,14421.16
CUST-00217,Manthan Shere,CENTRAL,3968.62
CUST-00217,Manthan Shere,NCR,9235.51
CUST-00217,Manthan Shere,WEST,28122.78
CUST-00218,Ekavir Mukherjee,NCR,12972.83
CUST-00218,Ekavir Mukherjee,SOUTH,14682.73
CUST-00218,Ekavir Mukherjee,WEST,2440.77
CUST-00219,Chasmum Khanna,CENTRAL,10907.37
CUST-00219,Chasmum Khanna,EAST,4109.9
CUST-00219,Chasmum Khanna,NCR,8277.05
CUST-00219,Chasmum Khanna,WEST,43575.47
CUST-00220,Falan Kadakia,CENTRAL,10808.52
CUST-00220,Falan Kadakia,SOUTH,5802.02
CUST-00221,Chanchal Bhat,CENTRAL,3202.52
CUST-00221,Chanchal Bhat,EAST,15099.7
CUST-00221,Chanchal Bhat,SOUTH,20512.27
CUST-00222,Utkarsh Bhasin,EAST,15593.71
CUST-00222,Utkarsh Bhasin,SOUTH,9582.2
CUST-00223,Chakradev Karnik,CENTRAL,960.66
CUST-00223,Chakradev Karnik,EAST,15776.45
CUST-00223,Chakradev Karnik,SOUTH,3870.12
CUST-00224,Urishilla Sibal,EAST,7235.6
CUST-00224,Urishilla Sibal,NCR,16516.75
CUST-00225,Mohini Apte,SOUTH,37414.32
CUST-00226,Farhan Sami,EAST,33238.97
CUST-00226,Farhan Sami,WEST,25449.99
CUST-00227,Yahvi Chatterjee,CENTRAL,38065.98
CUST-00227,Yahvi Chatterjee,EAST,2430.74
CUST-00227,Yahvi Chatterjee,NCR,5431.23
CUST-00227,Yahvi Chatterjee,NORTH,34570.95
CUST-00227,Yahvi Chatterjee,WEST,304.01
CUST-00228,Harinakshi Tailor,CENTRAL,16310.31
CUST-00228,Harinakshi Tailor,NORTH,15513.77
CUST-00229,Fitan Sarkar,NCR,12216.2
CUST-00229,Fitan Sarkar,SOUTH,905.84
CUST-00229,Fitan Sarkar,WEST,12669.42
CUST-00230,Tanvi Narayan,SOUTH,3697.41
CUST-00231,Charles Soni,WEST,21956.88
CUST-00232,Deepa Bajwa,NO_ORDERS,0.0
CUST-00233,Karan Mandal,EAST,23439.03
CUST-00233,Karan Mandal,NCR,1424.36
CUST-00233,Karan Mandal,NORTH,10955.34
CUST-00233,Karan Mandal,SOUTH,4067.77
CUST-00233,Karan Mandal,WEST,12429.17
CUST-00234,Neha Purohit,NCR,0.0
